VariableName,name_cn,name_tw,name_vn,name,name_en,name_th,name_in,name_ph,name_ma,type,showType,sortVal,totalCount,totalVal,date,conditionType,conditionNum,tipText_cn,tipText_vn,tipText,tipText_en,tipText_th,tipText_in,tipText_ph,tipText_ma,goto
9,,,Tăng sức mạnh lên 300000,Power increased by 300000,Power increased by 300000,พลังเพิ่มขึ้น 300000,Kekuatan meningkat sebesar 300000,Tumaas ang lakas ng 300000,Kuasa meningkat sebanyak 300000,,,21,,{rmb=100},,97,300000,,Cần đạt chiến lực 300000,"Need to reach 300,000 power  ","Need to reach 300,000 power  ","ต้องมีพลังรบถึง 300,000  ",Harus mencapai 300.000 kekuatan  ,"Kailangang maabot ang 300,000 na lakas  ","Perlu capai kuasa 300,000  ",
10,,,Tăng sức mạnh lên 400000,Power increased by 400000,Power increased by 400000,พลังเพิ่มขึ้น 400000,Kekuatan meningkat sebesar 400000,Tumaas ang lakas ng 400000,Kuasa meningkat sebanyak 400000,,,22,,{rmb=100},,97,400000,,Cần đạt chiến lực 400000,"Need to reach 400,000 power  ","Need to reach 400,000 power  ","ต้องมีพลังรบถึง 400,000  ",Harus mencapai 400.000 kekuatan  ,"Kailangang maabot ang 400,000 na lakas  ","Perlu capai kuasa 400,000  ",
11,,,Tăng sức mạnh lên 500000,Power increased by 500000,Power increased by 500000,พลังเพิ่มขึ้น 500000,Kekuatan meningkat sebesar 500000,Tumaas ang lakas ng 500000,Kuasa meningkat sebanyak 500000,,,23,,{rmb=100},,97,500000,,Cần đạt chiến lực 500000,"Need to reach 500,000 power  ","Need to reach 500,000 power  ","ต้องมีพลังรบถึง 500,000  ",Harus mencapai 500.000 kekuatan  ,"Kailangang maabot ang 500,000 na lakas  ","Perlu capai kuasa 500,000  ",
12,,,Tăng sức mạnh lên 600000,Power increased by 600000,Power increased by 600000,พลังเพิ่มขึ้น 600000,Kekuatan meningkat sebesar 600000,Tumaas ang lakas ng 600000,Kuasa meningkat sebanyak 600000,,,24,,{rmb=100},,97,600000,,Cần đạt chiến lực 600000,"Need to reach 600,000 power  ","Need to reach 600,000 power  ","ต้องมีพลังรบถึง 600,000  ",Harus mencapai 600.000 kekuatan  ,"Kailangang maabot ang 600,000 na lakas  ","Perlu capai kuasa 600,000  ",
13,,,Tăng sức mạnh lên 800000,Power increased by 800000,Power increased by 800000,พลังเพิ่มขึ้น 800000,Kekuatan meningkat sebesar 800000,Tumaas ang lakas ng 800000,Kuasa meningkat sebanyak 800000,,,25,,{rmb=100},,97,800000,,Cần đạt chiến lực 800000,"Need to reach 800,000 power  ","Need to reach 800,000 power  ","ต้องมีพลังรบถึง 800,000  ",Harus mencapai 800.000 kekuatan  ,"Kailangang maabot ang 800,000 na lakas  ","Perlu capai kuasa 800,000  ",
14,,,Tăng sức mạnh lên 1000000,Power increased by 1000000,Power increased by 1000000,พลังเพิ่มขึ้น 1000000,Kekuatan meningkat sebesar 1000000,Tumaas ang lakas ng 1000000,Kuasa meningkat sebanyak 1000000,,,26,,{rmb=100},,97,1000000,,Cần đạt chiến lực 1000000,"Need to reach 1,000,000 power  ","Need to reach 1,000,000 power  ","ต้องมีพลังรบถึง 1,000,000  ",Harus mencapai 1.000.000 kekuatan  ,"Kailangang maabot ang 1,000,000 na lakas  ","Perlu capai kuasa 1,000,000  ",
15,,,Tăng sức mạnh lên 1200000,Power increased by 1200000,Power increased by 1200000,พลังเพิ่มขึ้น 1200000,Kekuatan meningkat sebesar 1200000,Tumaas ang lakas ng 1200000,Kuasa meningkat sebanyak 1200000,,,27,,{rmb=100},,97,1200000,,Cần đạt chiến lực 1200000,"Need to reach 1,200,000 power  ","Need to reach 1,200,000 power  ","ต้องมีพลังรบถึง 1,200,000  ",Harus mencapai 1.200.000 kekuatan  ,"Kailangang maabot ang 1,200,000 na lakas  ","Perlu capai kuasa 1,200,000  ",
16,,,Tăng sức mạnh lên 1400000,Power increased by 1400000,Power increased by 1400000,พลังเพิ่มขึ้น 1400000,Kekuatan meningkat sebesar 1400000,Tumaas ang lakas ng 1400000,Kuasa meningkat sebanyak 1400000,,,28,,{rmb=100},,97,1400000,,Cần đạt chiến lực 1400000,"Need to reach 1,400,000 power  ","Need to reach 1,400,000 power  ","ต้องมีพลังรบถึง 1,400,000  ",Harus mencapai 1.400.000 kekuatan  ,"Kailangang maabot ang 1,400,000 na lakas  ","Perlu capai kuasa 1,400,000  ",
17,,,Tăng sức mạnh lên 1600000,Power increased by 1600000,Power increased by 1600000,พลังเพิ่มขึ้น 1600000,Kekuatan meningkat sebesar 1600000,Tumaas ang lakas ng 1600000,Kuasa meningkat sebanyak 1600000,,,29,,{rmb=100},,97,1600000,,Cần đạt chiến lực 1600000,"Need to reach 1,600,000 power  ","Need to reach 1,600,000 power  ","ต้องมีพลังรบถึง 1,600,000  ",Harus mencapai 1.600.000 kekuatan  ,"Kailangang maabot ang 1,600,000 na lakas  ","Perlu capai kuasa 1,600,000  ",
18,,,Tăng sức mạnh lên 1800000,Power increased by 1800000,Power increased by 1800000,พลังเพิ่มขึ้น 1800000,Kekuatan meningkat sebesar 1800000,Tumaas ang lakas ng 1800000,Kuasa meningkat sebanyak 1800000,,,30,,{rmb=100},,97,1800000,,Cần đạt chiến lực 1800000,"Need to reach 1,800,000 power  ","Need to reach 1,800,000 power  ","ต้องมีพลังรบถึง 1,800,000  ",Harus mencapai 1.800.000 kekuatan  ,"Kailangang maabot ang 1,800,000 na lakas  ","Perlu capai kuasa 1,800,000  ",
19,,,Tăng sức mạnh lên 2000000,Power increased by 2000000,Power increased by 2000000,พลังเพิ่มขึ้น 2000000,Kekuatan meningkat sebesar 2000000,Tumaas ang lakas ng 2000000,Kuasa meningkat sebanyak 2000000,,,31,,{rmb=100},,97,2000000,,Cần đạt chiến lực 2000000,"Need to reach 2,000,000 power  ","Need to reach 2,000,000 power  ","ต้องมีพลังรบถึง 2,000,000  ",Harus mencapai 2.000.000 kekuatan  ,"Kailangang maabot ang 2,000,000 na lakas  ","Perlu capai kuasa 2,000,000  ",
20,,,Tăng sức mạnh lên 2200000,Power increased by 2200000,Power increased by 2200000,พลังเพิ่มขึ้น 2200000,Kekuatan meningkat sebesar 2200000,Tumaas ang lakas ng 2200000,Kuasa meningkat sebanyak 2200000,,,32,,{rmb=100},,97,2200000,,Cần đạt chiến lực 2200000,"Need to reach 2,200,000 power  ","Need to reach 2,200,000 power  ","ต้องมีพลังรบถึง 2,200,000  ",Harus mencapai 2.200.000 kekuatan  ,"Kailangang maabot ang 2,200,000 na lakas  ","Perlu capai kuasa 2,200,000  ",
21,,,Cấp độ đội đạt 10,Team level reached 10,Team level reached 10,ระดับทีมถึง 10,Level tim mencapai 10,Naabot ang antas ng koponan 10,Tahap pasukan mencapai 10,,,8,,{gold=100000},,,10,,Cần đội hình đạt cấp 10,Need team to reach level 10  ,Need team to reach level 10  ,ต้องมีทีมถึงระดับ 10  ,Tim harus mencapai level 10  ,Kailangang umabot ang team sa level 10  ,Pasukan perlu capai tahap 10  ,
22,,,Cấp độ đội đạt 20,Team level reached 20,Team level reached 20,ระดับทีมถึง 20,Level tim mencapai 20,Naabot ang antas ng koponan 20,Tahap pasukan mencapai 20,,,9,,{gold=200000},,,20,,Cần đội hình đạt cấp 20,Need team to reach level 20  ,Need team to reach level 20  ,ต้องมีทีมถึงระดับ 20  ,Tim harus mencapai level 20  ,Kailangang umabot ang team sa level 20  ,Pasukan perlu capai tahap 20  ,
23,,,Cấp độ đội đạt 30,Team level reached 30,Team level reached 30,ระดับทีมถึง 30,Level tim mencapai 30,Naabot ang antas ng koponan 30,Tahap pasukan mencapai 30,,,10,,{gold=300000},,,30,,Cần đội hình đạt cấp 30,Need team to reach level 30  ,Need team to reach level 30  ,ต้องมีทีมถึงระดับ 30  ,Tim harus mencapai level 30  ,Kailangang umabot ang team sa level 30  ,Pasukan perlu capai tahap 30  ,
24,,,Cấp độ đội đạt 40,Team level reached 40,Team level reached 40,ระดับทีมถึง 40,Level tim mencapai 40,Naabot ang antas ng koponan 40,Tahap pasukan mencapai 40,,,11,,{gold=300000},,,40,,Cần đội hình đạt cấp 40,Need team to reach level 40  ,Need team to reach level 40  ,ต้องมีทีมถึงระดับ 40  ,Tim harus mencapai level 40  ,Kailangang umabot ang team sa level 40  ,Pasukan perlu capai tahap 40  ,
25,,,Cấp độ đội đạt 60,Team level reached 60,Team level reached 60,ระดับทีมถึง 60,Level tim mencapai 60,Naabot ang antas ng koponan 60,Tahap pasukan mencapai 60,,,12,,{gold=500000},,,60,,Cần đội hình đạt cấp 60,Need team to reach level 60  ,Need team to reach level 60  ,ต้องมีทีมถึงระดับ 60  ,Tim harus mencapai level 60  ,Kailangang umabot ang team sa level 60  ,Pasukan perlu capai tahap 60  ,
26,,,Cấp độ đội đạt 80,Team level reached 80,Team level reached 80,ระดับทีมถึง 80,Level tim mencapai 80,Naabot ang antas ng koponan 80,Tahap pasukan mencapai 80,,,13,,{gold=500000},,,80,,Cần đội hình đạt cấp 80,Need team to reach level 80  ,Need team to reach level 80  ,ต้องมีทีมถึงระดับ 80  ,Tim harus mencapai level 80  ,Kailangang umabot ang team sa level 80  ,Pasukan perlu capai tahap 80  ,
27,,,Cấp độ đội đạt 90,Team level reached 90,Team level reached 90,ระดับทีมถึง 90,Level tim mencapai 90,Naabot ang antas ng koponan 90,Tahap pasukan mencapai 90,,,14,,{gold=800000},,,90,,Cần đội hình đạt cấp 90,Need team to reach level 90  ,Need team to reach level 90  ,ต้องมีทีมถึงระดับ 90  ,Tim harus mencapai level 90  ,Kailangang umabot ang team sa level 90  ,Pasukan perlu capai tahap 90  ,
28,,,Cấp độ đội đạt 99,Team level reached 99,Team level reached 99,ระดับทีมถึง 99,Level tim mencapai 99,Naabot ang antas ng koponan 99,Tahap pasukan mencapai 99,,,15,,{gold=1000000},,,99,,Cần đội hình đạt cấp 99,Need team to reach level 99  ,Need team to reach level 99  ,ต้องมีทีมถึงระดับ 99  ,Tim harus mencapai level 99  ,Kailangang umabot ang team sa level 99  ,Pasukan perlu capai tahap 99  ,
29,,,Cấp độ đội đạt 104,Team level reached 104,Team level reached 104,ระดับทีมถึง 104,Level tim mencapai 104,Naabot ang antas ng koponan 104,Tahap pasukan mencapai 104,,,16,,{gold=1200000},,,104,,Cần đội hình đạt cấp 104,Need team to reach level 104,Need team to reach level 104,ต้องมีทีมถึงระดับ 104,Tim harus mencapai level 104,Kailangang umabot ang team sa level 104,Pasukan perlu capai tahap 104,
31,,,Hoàn thành phụ bản chính tuyến 1-6,Completed main quest dungeon 1-6,Completed main quest dungeon 1-6,เคลียร์ดันเจี้ยนเควสหลัก 1-6,Menyelesaikan dungeon quest utama 1-6,Natapos ang pangunahing dungeon ng kwento 1-6,Selesaikan dungeon quest utama 1-6,,,1,,{gold=50000},,2,10105,,,,,,,,,10105
32,,,Hoàn thành phụ bản chính tuyến 3-8,Completed main quest dungeon 3-8,Completed main quest dungeon 3-8,เคลียร์ดันเจี้ยนเควสหลัก 3-8,Menyelesaikan dungeon quest utama 3-8,Natapos ang pangunahing dungeon ng kwento 3-8,Selesaikan dungeon quest utama 3-8,,,2,,{gold=100000},,2,10308,,,,,,,,,10308
33,,,Hoàn thành phụ bản chính tuyến 5-10,Completed main quest dungeon 5-10,Completed main quest dungeon 5-10,เคลียร์ดันเจี้ยนเควสหลัก 5-10,Menyelesaikan dungeon quest utama 5-10,Natapos ang pangunahing dungeon ng kwento 5-10,Selesaikan dungeon quest utama 5-10,,,3,,{gold=200000},,2,10510,,,,,,,,,10510
34,,,Hoàn thành phụ bản chính tuyến 7-10,Completed main quest dungeon 7-10,Completed main quest dungeon 7-10,เคลียร์ดันเจี้ยนเควสหลัก 7-10,Menyelesaikan dungeon quest utama 7-10,Natapos ang pangunahing dungeon ng kwento 7-10,Selesaikan dungeon quest utama 7-10,,,4,,{gold=300000},,2,10710,,,,,,,,,10710
35,,,Hoàn thành phụ bản chính tuyến 9-10,Completed main quest dungeon 9-10,Completed main quest dungeon 9-10,เคลียร์ดันเจี้ยนเควสหลัก 9-10,Menyelesaikan dungeon quest utama 9-10,Natapos ang pangunahing dungeon ng kwento 9-10,Selesaikan dungeon quest utama 9-10,,,5,,{gold=500000},,2,10910,,,,,,,,,10910
36,,,Hoàn thành phụ bản chính tuyến 11-10,Completed main quest dungeon 11-10,Completed main quest dungeon 11-10,เคลียร์ดันเจี้ยนเควสหลัก 11-10,Menyelesaikan dungeon quest utama 11-10,Natapos ang pangunahing dungeon ng kwento 11-10,Selesaikan dungeon quest utama 11-10,,,6,,{rmb=100},,2,11110,,,,,,,,,11110
37,,,Hoàn thành phụ bản chính tuyến 13-10,Completed main quest dungeon 13-10,Completed main quest dungeon 13-10,เคลียร์ดันเจี้ยนเควสหลัก 13-10,Menyelesaikan dungeon quest utama 13-10,Natapos ang pangunahing dungeon ng kwento 13-10,Selesaikan dungeon quest utama 13-10,,,7,,{rmb=100},,2,11310,,,,,,,,,11310
38,,,Hoàn thành phụ bản chính tuyến 15-10,Completed main quest dungeon 15-10,Completed main quest dungeon 15-10,เคลียร์ดันเจี้ยนเควสหลัก 15-10,Menyelesaikan dungeon quest utama 15-10,Natapos ang pangunahing dungeon ng kwento 15-10,Selesaikan dungeon quest utama 15-10,,,7,,{rmb=100},,2,11510,,,,,,,,,11510
39,,,Hoàn thành phụ bản chính tuyến 17-10,Completed main quest dungeon 17-10,Completed main quest dungeon 17-10,เคลียร์ดันเจี้ยนเควสหลัก 17-10,Menyelesaikan dungeon quest utama 17-10,Natapos ang pangunahing dungeon ng kwento 17-10,Selesaikan dungeon quest utama 17-10,,,7,,{rmb=100},,2,11710,,,,,,,,,11710
40,,,Hoàn thành phụ bản chính tuyến 19-10,Completed main quest dungeon 19-10,Completed main quest dungeon 19-10,เคลียร์ดันเจี้ยนเควสหลัก 19-10,Menyelesaikan dungeon quest utama 19-10,Natapos ang pangunahing dungeon ng kwento 19-10,Selesaikan dungeon quest utama 19-10,,,7,,{rmb=100},,2,11910,,,,,,,,,11910
41,,,Nạp tiền hôm nay 328 nhân dân tệ,Recharged today 328 RMB,Recharged today 328 RMB,เติมเงินวันนี้ 328 หยวน,Top up hari ini 328 RMB,Nag-recharge ngayon araw ng 328 RMB,Topup hari ini 328 RMB,3,2,0,,{rmb=100},,22,3280,,,,,,,,,recharge
42,,,Nạp tiền hôm nay 648 nhân dân tệ,Recharged today 648 RMB,Recharged today 648 RMB,เติมเงินวันนี้ 648 หยวน,Top up hari ini 648 RMB,Nag-recharge ngayon araw ng 648 RMB,Topup hari ini 648 RMB,3,2,0,,{rmb=150},,22,6480,,,,,,,,,recharge
51,,,Cấp VIP đạt 5,VIP level reached 5,VIP level reached 5,ระดับ VIP ถึง 5,Level VIP mencapai 5,Naabot ang VIP level 5,Tahap VIP mencapai 5,,2,0,,{rmb=100},,5,5,,,,,,,,,recharge
52,,,Cấp VIP đạt 7,VIP level reached 7,VIP level reached 7,ระดับ VIP ถึง 7,Level VIP mencapai 7,Naabot ang VIP level 7,Tahap VIP mencapai 7,,2,0,,{rmb=200},,5,7,,,,,,,,,recharge
53,,,Cấp VIP đạt 10,VIP level reached 10,VIP level reached 10,ระดับ VIP ถึง 10,Level VIP mencapai 10,Naabot ang VIP level 10,Tahap VIP mencapai 10,,2,0,,{rmb=300},,5,10,,,,,,,,,recharge
54,,,Cấp VIP đạt 12,VIP level reached 12,VIP level reached 12,ระดับ VIP ถึง 12,Level VIP mencapai 12,Naabot ang VIP level 12,Tahap VIP mencapai 12,,2,0,,{rmb=400},,5,12,,,,,,,,,recharge
55,,,Cấp VIP đạt 15,VIP level reached 15,VIP level reached 15,ระดับ VIP ถึง 15,Level VIP mencapai 15,Naabot ang VIP level 15,Tahap VIP mencapai 15,,2,0,,{rmb=500},,5,15,,,,,,,,,recharge
56,,,Cấp VIP đạt 16,VIP level reached 16,VIP level reached 16,ระดับ VIP ถึง 16,Level VIP mencapai 16,Naabot ang VIP level 16,Tahap VIP mencapai 16,,2,0,,{rmb=500},,5,16,,,,,,,,,recharge
57,,,Cấp VIP đạt 17,VIP level reached 17,VIP level reached 17,ระดับ VIP ถึง 17,Level VIP mencapai 17,Naabot ang VIP level 17,Tahap VIP mencapai 17,,2,0,,{rmb=500},,5,17,,,,,,,,,recharge
58,,,Cấp VIP đạt 18,VIP level reached 18,VIP level reached 18,ระดับ VIP ถึง 18,Level VIP mencapai 18,Naabot ang VIP level 18,Tahap VIP mencapai 18,,2,0,,{rmb=500},,5,18,,,,,,,,,recharge
60,,,Hoàn thành phụ bản Ác mộng 3-1,Completed nightmare dungeon 3-1,Completed nightmare dungeon 3-1,เคลียร์ดันเจี้ยนฝันร้าย 3-1,Menyelesaikan dungeon mimpi buruk 3-1,Natapos ang nightmare dungeon 3-1,Selesaikan dungeon mimpi ngeri 3-1,,,1,,{gold=200000},,2,30301,,,,,,,,,30301
61,,,Hoàn thành phụ bản Ác mộng 6-1,Completed nightmare dungeon 6-1,Completed nightmare dungeon 6-1,เคลียร์ดันเจี้ยนฝันร้าย 6-1,Menyelesaikan dungeon mimpi buruk 6-1,Natapos ang nightmare dungeon 6-1,Selesaikan dungeon mimpi ngeri 6-1,,,1,,{gold=300000},,2,30601,,,,,,,,,30601
62,,,Hoàn thành phụ bản Ác mộng 9-1,Completed nightmare dungeon 9-1,Completed nightmare dungeon 9-1,เคลียร์ดันเจี้ยนฝันร้าย 9-1,Menyelesaikan dungeon mimpi buruk 9-1,Natapos ang nightmare dungeon 9-1,Selesaikan dungeon mimpi ngeri 9-1,,,1,,{gold=300000},,2,30901,,,,,,,,,30901
63,,,Hoàn成 phụ bản Ác mộng 12-1,Completed nightmare dungeon 12-1,Completed nightmare dungeon 12-1,เคลียร์ดันเจี้ยนฝันร้าย 12-1,Menyelesaikan dungeon mimpi buruk 12-1,Natapos ang nightmare dungeon 12-1,Selesaikan dungeon mimpi ngeri 12-1,,,1,,{gold=500000},,2,31201,,,,,,,,,31201
64,,,Hoàn thành phụ bản Ác mộng 15-1,Completed nightmare dungeon 15-1,Completed nightmare dungeon 15-1,เคลียร์ดันเจี้ยนฝันร้าย 15-1,Menyelesaikan dungeon mimpi buruk 15-1,Natapos ang nightmare dungeon 15-1,Selesaikan dungeon mimpi ngeri 15-1,,,1,,{gold=500000},,2,31501,,,,,,,,,31501
65,,,Hoàn thành phụ bản Ác mộng 18-1,Completed nightmare dungeon 18-1,Completed nightmare dungeon 18-1,เคลียร์ดันเจี้ยนฝันร้าย 18-1,Menyelesaikan dungeon mimpi buruk 18-1,Natapos ang nightmare dungeon 18-1,Selesaikan dungeon mimpi ngeri 18-1,,,1,,{gold=800000},,2,31801,,,,,,,,,31801
66,,,Hoàn thành phụ bản Ác mộng 21-1,Completed nightmare dungeon 21-1,Completed nightmare dungeon 21-1,เคลียร์ดันเจี้ยนฝันร้าย 21-1,Menyelesaikan dungeon mimpi buruk 21-1,Natapos ang nightmare dungeon 21-1,Selesaikan dungeon mimpi ngeri 21-1,,,1,,{gold=1200000},,2,32101,,,,,,,,,32101
67,,,Hoàn thành phụ bản Ác mộng 22-1,Completed nightmare dungeon 22-1,Completed nightmare dungeon 22-1,เคลียร์ดันเจี้ยนฝันร้าย 22-1,Menyelesaikan dungeon mimpi buruk 22-1,Natapos ang nightmare dungeon 22-1,Selesaikan dungeon mimpi ngeri 22-1,,,1,,{gold=1600000},,2,32201,,,,,,,,,32201
101,,,"Chiến lực tăng vọt đạt 2,400,000","Power surged to 2,400,000","Power surged to 2,400,000","พลังต่อสู้พุ่งทะลุ 2,400,000","พลังต่อสู้พุ่งทะลุ 2,400,000","Tumaas ang lakas sa 2,400,000","Kekuatan melonjak ke 2,400,000",,,33,,{rmb=100},,97,2400000,,Cần đạt chiến lực 2400000,"Need to reach 2,400,000 power  ","Need to reach 2,400,000 power  ","ต้องมีพลังรบถึง 2,400,000  ",Harus mencapai 2.400.000 kekuatan  ,"Kailangang maabot ang 2,400,000 na lakas  ","Perlu capai kuasa 2,400,000  ",
102,,,"Chiến lực tăng vọt đạt 2,600,000","Power surged to 2,600,000","Power surged to 2,600,000","พลังต่อสู้พุ่งทะลุ 2,600,000","พลังต่อสู้พุ่งทะลุ 2,600,000","Tumaas ang lakas sa 2,600,000","Kekuatan melonjak ke 2,600,000",,,34,,{rmb=100},,97,2600000,,Cần đạt chiến lực 2600000,"Need to reach 2,600,000 power  ","Need to reach 2,600,000 power  ","ต้องมีพลังรบถึง 2,600,000  ",Harus mencapai 2.600.000 kekuatan  ,"Kailangang maabot ang 2,600,000 na lakas  ","Perlu capai kuasa 2,600,000  ",
103,,,"Chiến lực tăng vọt đạt 2,800,000","Power surged to 2,800,000","Power surged to 2,800,000","พลังต่อสู้พุ่งทะลุ 2,800,000","พลังต่อสู้พุ่งทะลุ 2,800,000","Tumaas ang lakas sa 2,800,000","Kekuatan melonjak ke 2,800,000",,,35,,{rmb=100},,97,2800000,,Cần đạt chiến lực 2800000,"Need to reach 2,800,000 power  ","Need to reach 2,800,000 power  ","ต้องมีพลังรบถึง 2,800,000  ",Harus mencapai 2.800.000 kekuatan  ,"Kailangang maabot ang 2,800,000 na lakas  ","Perlu capai kuasa 2,800,000  ",
104,,,"Chiến lực tăng vọt đạt 3,000,000","Power surged to 3,000,000","Power surged to 3,000,000","พลังต่อสู้พุ่งทะลุ 3,000,000","พลังต่อสู้พุ่งทะลุ 3,000,000","Tumaas ang lakas sa 3,000,000","Kekuatan melonjak ke 3,000,000",,,36,,{rmb=100},,97,3000000,,Cần đạt chiến lực 3000000,"Need to reach 3,000,000 power  ","Need to reach 3,000,000 power  ","ต้องมีพลังรบถึง 3,000,000  ",Harus mencapai 3.000.000 kekuatan  ,"Kailangang maabot ang 3,000,000 na lakas  ","Perlu capai kuasa 3,000,000  ",
105,,,"Chiến lực tăng vọt đạt 3,500,000","Power surged to 3,500,000","Power surged to 3,500,000","พลังต่อสู้พุ่งทะลุ 3,500,000","พลังต่อสู้พุ่งทะลุ 3,500,000","Tumaas ang lakas sa 3,500,000","Kekuatan melonjak ke 3,500,000",,,37,,{rmb=100},,97,3500000,,Cần đạt chiến lực 3500000,"Need to reach 3,500,000 power  ","Need to reach 3,500,000 power  ","ต้องมีพลังรบถึง 3,500,000  ",Harus mencapai 3.500.000 kekuatan  ,"Kailangang maabot ang 3,500,000 na lakas  ","Perlu capai kuasa 3,500,000  ",
